Sentiment,Tweets
[0],['  Adidas tennis superstar \r\r\r\nN\r\r\r\n\r\r\r\nNationwide Delivery \r\r\r\n\r\r\r\nShop now  ']
[2],['  the said “adidas nation rise” ']
[2],['  Adidas Originals ']
[2],['  he Adidas D run   Signal Coral is now available online at urbanstyle \r\r\r\n\r\r\r\nDm📲 to shop now ']
[4],['  CONES \r\r\r\n\r\r\r\nWant to win an Adidas jersey from which ever team you want It’s simple follow the steps below and you’re ent…']
[2],['  Adidas Originals ']
[0],['If celtic get this template with green and white hoops and whitesilver  stripes and Adidas logo thatd be unreal 😍 ']
[0],['  so likeadidas ']
[0],['    Smart as tuck that man']
[0],[' Adidas next season for us']
[0],[' hi I recently ordered a pair of Adidas trainers paying for the next day delivery which took two days On… ']
[0],['  so likeadidas ']
[2],['  the said “adidas nation rise” ']
[0],['that mj shirt  the balenciaga hoodie those flared adidas pants']
[2],['INIKI \U0001f90d\U0001f90d\U0001f90d\U0001f90d\r\r\r\n\r\r\r\nAdidas for the win ']
[2],['  Adidas Originals ']
[2],['  Adidas Originals ']
[0],['hree BIG learnings from this  beg Adidas to make our kits forever  beg Guinness to sponsor the club  a li… ']
[2],[' I‘m writing you regarding the the following Order no  I‘ve sent an Adidas Yeezy Boost … ']
[0],['  If adidas sponsor  and Nike sponsor  it will be very funny']
[4],['  CONES \r\r\r\n\r\r\r\nWant to win an Adidas jersey from which ever team you want It’s simple follow the steps below and you’re ent…']
[0],[' It would be great to have Adidas back as the technical sponsor']
[4],['Adidas Father day baskets ']
[2],['  We got these authentic Nike amp Adidas slides for sale Sizes  For men and women And We can deliver anywhere within t…']
[0],['  so likeadidas ']
[2],['  Adidas Originals ']
[2],['  Adidas Originals ']
[0],['  If adidas sponsor  and Nike sponsor  it will be very funny']
[2],['  Adidas Originals ']
[2],['  Adidas Originals ']
[2],['  Just completed a  km run Adidas FitBit Endomondo Nieuwkuijk 🇳🇱 ']
[0],['Adidas tennis superstar \r\r\r\nN\r\r\r\n\r\r\r\nNationwide Delivery \r\r\r\n\r\r\r\nShop now  ']
[2],['  Adidas Originals ']
[2],['  the said “adidas nation rise” ']
[2],['Adidas Watch  ']
[4],['  Ad  More reductions  Bargains   \r\r\r\n\r\r\r\nJake boots now £ P £ and Baara Boots now £ P £ \r\r\r\n\r\r\r\nSho…']
[2],['  Adidas Originals ']
[2],['eBay Memorial Day  Off  Sale\r\r\r\n\r\r\r\nIncludes Adidas Official Store\r\r\r\n\r\r\r\nCode PICKSAVE\r\r\r\n ']
[2],[' Yeezy adidas je bangyeezy nike tu confirm fake']
[0],['Adidas Yeezy  BOOS   v  Yeezreel noneflective FW\r\r\r\n\r\r\r\nQY    \r\r\r\nSIZE   UK    Available to buy Messag… ']
[2],['  Adidas Originals ']
[4],['Im into hot followers Adidas']
[0],['  so likeadidas ']
[2],['  Adidas Originals ']
